0.357687662,0.469241105,0.584355945,0.444198698,0.215375324,0.702942954,0.732961038,0.091373663,0.329830241,1
0.222808537,0.342368364,0.370600579,0.375892686,0.172803148,0.496675146,0.636072887,0.129010575,0.630263848,1
0.334536969,0.404828086,0.515565994,0.269699276,0.11367031,0.487455066,0.738485179,0.127860256,0.638494906,1
0.376786308,0.537471972,0.624396554,0.481169967,0.114884181,0.800232435,0.488061391,0.244252331,0.620268992,1
0.29725814,0.484027889,0.524726145,0.260475868,0.149913017,0.494256764,0.410000533,0.158353058,0.599397382,1
0.145657569,0.177162418,0.208946045,0.297447137,0.098323518,0.472743244,0.250547836,0.117864403,0.56412142,1
0.346233877,0.569619936,0.531271693,0.344837441,0.119739663,0.494508679,0.26937513,0.15100729,0.658484617,1
0.355580598,0.544082887,0.444213169,0.36711958,0.18537538,0.663795399,0.258947705,0.197318332,0.542073944,1
0.339561507,0.570293791,0.373626368,0.399572311,0.171762688,0.674627734,0.280526681,0.213872143,0.499154857,1
0.667399092,0.776427991,0.717206379,0.729844842,0.255346348,0.675433862,0.632597078,0.318444038,0.671713103,1
0.48035662,0.548362401,0.388934197,0.416264505,0.137514196,0.699869593,0.271402684,0.226579643,0.686117454,1
0.527171265,0.508522053,0.381217449,0.620033496,0.224305943,0.653769192,0.226506829,0.253287607,0.677886396,1
0.54032691,0.636586786,0.453747487,0.505843359,0.226300159,0.447350235,0.247651329,0.187353876,0.699345939,1
0.419575921,0.603692984,0.806752398,0.478530271,0.223005368,0.496423231,0.408986756,0.186710032,0.611743968,1
0.64292473,0.762218581,0.783053424,0.659644461,0.251184506,0.681177518,0.491102723,0.241138952,0.751377983,1
0.637089783,0.693904109,0.684005634,0.490890259,0.137340786,0.520858963,0.346132559,0.124017947,0.447710746,1
0.245743121,0.355289301,0.416837663,0.434851069,0.112629849,0.555119371,0.463296258,0.154171721,0.512089376,1
0.189500714,0.2507582,0.268535944,0.24988603,0.057312033,0.469821032,0.15626654,0.06363305,0.430660698,1
0.141551495,0.13719474,0.145860138,0.075200276,0.055838047,0.342402545,0.037220112,0.097033748,0.312192261,1
0.327324326,0.620640113,0.398734706,0.555547279,0.181040127,0.659563231,0.312822731,0.283953176,0.574704208,1
0.720561943,0.793117953,0.774588291,0.654007934,0.40801099,0.601874751,0.456344641,0.356098011,0.653781156,1
0.651569096,0.827824889,0.955169575,0.925630156,0.268872335,0.881929692,0.631438476,0.292611564,0.577937838,1
0.647354968,0.841575269,0.580234288,0.816582142,0.152340759,0.875303034,0.477633966,0.154788126,0.652017358,1
0.147251374,0.090244567,0.099804971,0.428717658,0.01624357,0.477328092,0.03506118,0.057035869,0.310826446,1
0.199982007,0.26948891,0.336579001,0.210554562,0.182860933,0.481661026,0.319774347,0.286362469,0.566767117,1
0.279456149,0.42498229,0.488693304,0.925630156,0.104826396,0.874849588,0.300657403,0.254937935,0.704637334,1
0.221782018,0.356103319,0.306273906,0.331809766,0.060346709,0.618702657,0.275602619,0.199730307,0.531785122,1
